Clock cycle: 20, Requests in queue: 0, Servers: 10
Clock cycle: 5906, Requests in queue: 303, Servers: 10
Clock cycle: 5907, Requests in queue: 303, Servers: 10
Clock cycle: 5908, Requests in queue: 303, Servers: 10
Clock cycle: 5909, Requests in queue: 303, Servers: 10
Clock cycle: 5911, Requests in queue: 304, Servers: 10
Clock cycle: 5912, Requests in queue: 304, Servers: 10
Clock cycle: 5913, Requests in queue: 304, Servers: 10
Clock cycle: 5914, Requests in queue: 304, Servers: 10
Clock cycle: 5915, Requests in queue: 304, Servers: 10
Clock cycle: 5916, Requests in queue: 304, Servers: 10
Clock cycle: 5917, Requests in queue: 304, Servers: 10
Clock cycle: 5918, Requests in queue: 304, Servers: 10
Clock cycle: 5919, Requests in queue: 304, Servers: 10
Clock cycle: 5920, Requests in queue: 304, Servers: 10
Clock cycle: 5921, Requests in queue: 304, Servers: 10
Clock cycle: 5923, Requests in queue: 303, Servers: 10
Clock cycle: 5924, Requests in queue: 303, Servers: 10
Clock cycle: 5925, Requests in queue: 303, Servers: 10
Clock cycle: 5926, Requests in queue: 303, Servers: 10
Clock cycle: 5927, Requests in queue: 303, Servers: 10
Clock cycle: 5928, Requests in queue: 303, Servers: 10
Clock cycle: 5929, Requests in queue: 303, Servers: 10
Clock cycle: 5930, Requests in queue: 303, Servers: 10
Clock cycle: 5931, Requests in queue: 303, Servers: 10
Clock cycle: 5932, Requests in queue: 303, Servers: 10
Clock cycle: 5933, Requests in queue: 303, Servers: 10
Clock cycle: 5934, Requests in queue: 303, Servers: 10
Clock cycle: 5935, Requests in queue: 303, Servers: 10
Clock cycle: 5936, Requests in queue: 303, Servers: 10
Clock cycle: 5937, Requests in queue: 303, Servers: 10
Clock cycle: 5938, Requests in queue: 303, Servers: 10
Clock cycle: 5939, Requests in queue: 303, Servers: 10
Clock cycle: 5940, Requests in queue: 303, Servers: 10
Clock cycle: 5941, Requests in queue: 303, Servers: 10
Clock cycle: 5942, Requests in queue: 303, Servers: 10
Clock cycle: 5943, Requests in queue: 303, Servers: 10
Clock cycle: 5944, Requests in queue: 303, Servers: 10
Clock cycle: 5945, Requests in queue: 303, Servers: 10
Clock cycle: 5946, Requests in queue: 303, Servers: 10
Clock cycle: 5947, Requests in queue: 303, Servers: 10
Clock cycle: 5948, Requests in queue: 303, Servers: 10
Clock cycle: 5950, Requests in queue: 304, Servers: 10
Clock cycle: 5952, Requests in queue: 305, Servers: 10
Clock cycle: 5954, Requests in queue: 304, Servers: 10
Clock cycle: 5955, Requests in queue: 304, Servers: 10
Clock cycle: 5956, Requests in queue: 304, Servers: 10
Clock cycle: 5957, Requests in queue: 304, Servers: 10
Clock cycle: 5958, Requests in queue: 304, Servers: 10
Clock cycle: 5959, Requests in queue: 304, Servers: 10
Clock cycle: 5960, Requests in queue: 304, Servers: 10
Clock cycle: 5961, Requests in queue: 304, Servers: 10
Clock cycle: 5962, Requests in queue: 304, Servers: 10
Clock cycle: 5963, Requests in queue: 304, Servers: 10
Clock cycle: 5964, Requests in queue: 304, Servers: 10
Clock cycle: 5965, Requests in queue: 304, Servers: 10
Clock cycle: 5966, Requests in queue: 304, Servers: 10
Clock cycle: 5967, Requests in queue: 304, Servers: 10
Clock cycle: 5968, Requests in queue: 304, Servers: 10
Clock cycle: 5969, Requests in queue: 304, Servers: 10
Clock cycle: 5970, Requests in queue: 304, Servers: 10
Clock cycle: 5971, Requests in queue: 304, Servers: 10
Clock cycle: 5972, Requests in queue: 304, Servers: 10
Clock cycle: 5973, Requests in queue: 304, Servers: 10
Clock cycle: 5974, Requests in queue: 304, Servers: 10
Clock cycle: 5975, Requests in queue: 304, Servers: 10
Clock cycle: 5976, Requests in queue: 304, Servers: 10
Clock cycle: 5977, Requests in queue: 304, Servers: 10
Clock cycle: 5979, Requests in queue: 305, Servers: 10
Clock cycle: 5980, Requests in queue: 305, Servers: 10
Clock cycle: 5981, Requests in queue: 305, Servers: 10
Clock cycle: 5982, Requests in queue: 305, Servers: 10
Clock cycle: 5983, Requests in queue: 305, Servers: 10
Clock cycle: 5985, Requests in queue: 306, Servers: 10
Clock cycle: 5986, Requests in queue: 306, Servers: 10
Clock cycle: 5988, Requests in queue: 307, Servers: 10
Clock cycle: 5989, Requests in queue: 307, Servers: 10
Clock cycle: 5990, Requests in queue: 307, Servers: 10
Clock cycle: 5993, Requests in queue: 307, Servers: 10
Clock cycle: 5994, Requests in queue: 307, Servers: 10
Clock cycle: 5995, Requests in queue: 307, Servers: 10
Clock cycle: 5996, Requests in queue: 307, Servers: 10
Clock cycle: 5997, Requests in queue: 307, Servers: 10
Clock cycle: 5998, Requests in queue: 307, Servers: 10
Clock cycle: 6000, Requests in queue: 308, Servers: 10
Clock cycle: 6001, Requests in queue: 308, Servers: 10
Clock cycle: 6002, Requests in queue: 308, Servers: 10
Clock cycle: 6003, Requests in queue: 308, Servers: 10
Clock cycle: 6004, Requests in queue: 308, Servers: 10
Clock cycle: 6006, Requests in queue: 307, Servers: 10
Clock cycle: 6007, Requests in queue: 307, Servers: 10
Clock cycle: 6008, Requests in queue: 307, Servers: 10
Clock cycle: 6009, Requests in queue: 307, Servers: 10
Clock cycle: 6010, Requests in queue: 307, Servers: 10
Clock cycle: 6011, Requests in queue: 307, Servers: 10
Clock cycle: 6012, Requests in queue: 307, Servers: 10
Clock cycle: 6013, Requests in queue: 307, Servers: 10
Clock cycle: 6014, Requests in queue: 307, Servers: 10
Clock cycle: 6015, Requests in queue: 307, Servers: 10
Clock cycle: 6017, Requests in queue: 306, Servers: 10
Clock cycle: 6018, Requests in queue: 306, Servers: 10
Clock cycle: 6019, Requests in queue: 306, Servers: 10
Clock cycle: 6021, Requests in queue: 305, Servers: 10
Clock cycle: 6023, Requests in queue: 306, Servers: 10
Clock cycle: 6024, Requests in queue: 306, Servers: 10
Clock cycle: 6026, Requests in queue: 307, Servers: 10
Clock cycle: 6027, Requests in queue: 307, Servers: 10
Clock cycle: 6028, Requests in queue: 307, Servers: 10
Clock cycle: 6030, Requests in queue: 306, Servers: 10
Clock cycle: 6031, Requests in queue: 306, Servers: 10
Clock cycle: 6032, Requests in queue: 306, Servers: 10
Clock cycle: 6033, Requests in queue: 306, Servers: 10
Clock cycle: 6034, Requests in queue: 306, Servers: 10
Clock cycle: 6035, Requests in queue: 306, Servers: 10
Clock cycle: 6036, Requests in queue: 306, Servers: 10
Clock cycle: 6037, Requests in queue: 306, Servers: 10
Clock cycle: 6038, Requests in queue: 306, Servers: 10
Clock cycle: 6039, Requests in queue: 306, Servers: 10
Clock cycle: 6040, Requests in queue: 306, Servers: 10
Clock cycle: 6041, Requests in queue: 306, Servers: 10
Clock cycle: 6042, Requests in queue: 306, Servers: 10
Clock cycle: 6043, Requests in queue: 306, Servers: 10
Clock cycle: 6044, Requests in queue: 306, Servers: 10
Clock cycle: 6045, Requests in queue: 306, Servers: 10
Clock cycle: 6046, Requests in queue: 306, Servers: 10
Clock cycle: 6047, Requests in queue: 306, Servers: 10
Clock cycle: 6048, Requests in queue: 306, Servers: 10
Clock cycle: 6049, Requests in queue: 306, Servers: 10
Clock cycle: 6050, Requests in queue: 306, Servers: 10
Clock cycle: 6052, Requests in queue: 307, Servers: 10
Clock cycle: 6053, Requests in queue: 307, Servers: 10
Clock cycle: 6054, Requests in queue: 307, Servers: 10
Clock cycle: 6055, Requests in queue: 307, Servers: 10
Clock cycle: 6056, Requests in queue: 307, Servers: 10
Clock cycle: 6057, Requests in queue: 307, Servers: 10
Clock cycle: 6058, Requests in queue: 307, Servers: 10
Clock cycle: 6059, Requests in queue: 307, Servers: 10
Clock cycle: 6060, Requests in queue: 307, Servers: 10
Clock cycle: 6061, Requests in queue: 307, Servers: 10
Clock cycle: 6062, Requests in queue: 307, Servers: 10
Clock cycle: 6063, Requests in queue: 307, Servers: 10
Clock cycle: 6064, Requests in queue: 307, Servers: 10
Clock cycle: 6066, Requests in queue: 308, Servers: 10
Clock cycle: 6067, Requests in queue: 308, Servers: 10
Clock cycle: 6069, Requests in queue: 309, Servers: 10
Clock cycle: 6070, Requests in queue: 309, Servers: 10
Clock cycle: 6071, Requests in queue: 309, Servers: 10
Clock cycle: 6072, Requests in queue: 309, Servers: 10
Clock cycle: 6073, Requests in queue: 309, Servers: 10
Clock cycle: 6074, Requests in queue: 309, Servers: 10
Clock cycle: 6075, Requests in queue: 309, Servers: 10
Clock cycle: 6076, Requests in queue: 309, Servers: 10
Clock cycle: 6077, Requests in queue: 309, Servers: 10
Clock cycle: 6078, Requests in queue: 309, Servers: 10
Clock cycle: 6079, Requests in queue: 309, Servers: 10
Clock cycle: 6080, Requests in queue: 309, Servers: 10
Clock cycle: 6081, Requests in queue: 309, Servers: 10
Clock cycle: 6082, Requests in queue: 309, Servers: 10
Clock cycle: 6083, Requests in queue: 309, Servers: 10
Clock cycle: 6084, Requests in queue: 309, Servers: 10
Clock cycle: 6086, Requests in queue: 308, Servers: 10
Clock cycle: 6087, Requests in queue: 308, Servers: 10
Clock cycle: 6088, Requests in queue: 308, Servers: 10
Clock cycle: 6089, Requests in queue: 308, Servers: 10
Clock cycle: 6090, Requests in queue: 308, Servers: 10
Clock cycle: 6091, Requests in queue: 308, Servers: 10
Clock cycle: 6092, Requests in queue: 308, Servers: 10
Clock cycle: 6093, Requests in queue: 308, Servers: 10
Clock cycle: 6094, Requests in queue: 308, Servers: 10
Clock cycle: 6095, Requests in queue: 308, Servers: 10
Clock cycle: 6096, Requests in queue: 308, Servers: 10
Clock cycle: 6097, Requests in queue: 308, Servers: 10
Clock cycle: 6098, Requests in queue: 308, Servers: 10
Clock cycle: 6099, Requests in queue: 308, Servers: 10
Clock cycle: 6100, Requests in queue: 308, Servers: 10
Clock cycle: 6101, Requests in queue: 308, Servers: 10
Clock cycle: 6102, Requests in queue: 308, Servers: 10
Clock cycle: 6103, Requests in queue: 308, Servers: 10
Clock cycle: 6104, Requests in queue: 308, Servers: 10
Clock cycle: 6105, Requests in queue: 308, Servers: 10
Clock cycle: 6106, Requests in queue: 308, Servers: 10
Clock cycle: 6107, Requests in queue: 308, Servers: 10
Clock cycle: 6108, Requests in queue: 308, Servers: 10
Clock cycle: 6109, Requests in queue: 308, Servers: 10
Clock cycle: 6110, Requests in queue: 308, Servers: 10
Clock cycle: 6111, Requests in queue: 308, Servers: 10
Clock cycle: 6112, Requests in queue: 308, Servers: 10
Clock cycle: 6114, Requests in queue: 309, Servers: 10
Clock cycle: 6115, Requests in queue: 309, Servers: 10
Clock cycle: 6116, Requests in queue: 309, Servers: 10
Clock cycle: 6118, Requests in queue: 310, Servers: 10
Clock cycle: 6119, Requests in queue: 310, Servers: 10
Clock cycle: 6120, Requests in queue: 310, Servers: 10
Clock cycle: 6121, Requests in queue: 310, Servers: 10
Clock cycle: 6122, Requests in queue: 310, Servers: 10
Clock cycle: 6123, Requests in queue: 310, Servers: 10
Clock cycle: 6125, Requests in queue: 311, Servers: 10
Clock cycle: 6126, Requests in queue: 311, Servers: 10
Clock cycle: 6127, Requests in queue: 311, Servers: 10
Clock cycle: 6128, Requests in queue: 311, Servers: 10
Clock cycle: 6129, Requests in queue: 311, Servers: 10
Clock cycle: 6130, Requests in queue: 311, Servers: 10
Clock cycle: 6131, Requests in queue: 311, Servers: 10
Clock cycle: 6132, Requests in queue: 311, Servers: 10
Clock cycle: 6133, Requests in queue: 311, Servers: 10
Clock cycle: 6134, Requests in queue: 311, Servers: 10
Clock cycle: 6135, Requests in queue: 311, Servers: 10
Clock cycle: 6136, Requests in queue: 311, Servers: 10
Clock cycle: 6137, Requests in queue: 311, Servers: 10
Clock cycle: 6138, Requests in queue: 311, Servers: 10
Clock cycle: 6139, Requests in queue: 311, Servers: 10
Clock cycle: 6140, Requests in queue: 311, Servers: 10
Clock cycle: 6141, Requests in queue: 311, Servers: 10
Clock cycle: 6142, Requests in queue: 311, Servers: 10
Clock cycle: 6143, Requests in queue: 311, Servers: 10
Clock cycle: 6145, Requests in queue: 310, Servers: 10
Clock cycle: 6146, Requests in queue: 310, Servers: 10
Clock cycle: 6147, Requests in queue: 310, Servers: 10
Clock cycle: 6148, Requests in queue: 310, Servers: 10
Clock cycle: 6149, Requests in queue: 310, Servers: 10
Clock cycle: 6150, Requests in queue: 310, Servers: 10
Clock cycle: 6151, Requests in queue: 310, Servers: 10
Clock cycle: 6152, Requests in queue: 310, Servers: 10
Clock cycle: 6153, Requests in queue: 310, Servers: 10
Clock cycle: 6155, Requests in queue: 309, Servers: 10
Clock cycle: 6156, Requests in queue: 309, Servers: 10
Clock cycle: 6157, Requests in queue: 309, Servers: 10
Clock cycle: 6159, Requests in queue: 308, Servers: 10
Clock cycle: 6160, Requests in queue: 308, Servers: 10
Clock cycle: 6161, Requests in queue: 308, Servers: 10
Clock cycle: 6162, Requests in queue: 308, Servers: 10
Clock cycle: 6163, Requests in queue: 308, Servers: 10
Clock cycle: 6164, Requests in queue: 308, Servers: 10
Clock cycle: 6165, Requests in queue: 308, Servers: 10
Clock cycle: 6166, Requests in queue: 308, Servers: 10
Clock cycle: 6168, Requests in queue: 309, Servers: 10
Clock cycle: 6169, Requests in queue: 309, Servers: 10
Clock cycle: 6170, Requests in queue: 309, Servers: 10
Clock cycle: 6171, Requests in queue: 309, Servers: 10
Clock cycle: 6172, Requests in queue: 309, Servers: 10
Clock cycle: 6173, Requests in queue: 309, Servers: 10
Clock cycle: 6174, Requests in queue: 309, Servers: 10
Clock cycle: 6176, Requests in queue: 310, Servers: 10
Clock cycle: 6177, Requests in queue: 310, Servers: 10
Clock cycle: 6178, Requests in queue: 310, Servers: 10
Clock cycle: 6179, Requests in queue: 310, Servers: 10
Clock cycle: 6180, Requests in queue: 310, Servers: 10
Clock cycle: 6181, Requests in queue: 310, Servers: 10
Clock cycle: 6182, Requests in queue: 310, Servers: 10
Clock cycle: 6183, Requests in queue: 310, Servers: 10
Clock cycle: 6184, Requests in queue: 310, Servers: 10
Clock cycle: 6185, Requests in queue: 310, Servers: 10
Clock cycle: 6186, Requests in queue: 310, Servers: 10
Clock cycle: 6188, Requests in queue: 309, Servers: 10
Clock cycle: 6189, Requests in queue: 309, Servers: 10
Clock cycle: 6190, Requests in queue: 309, Servers: 10
Clock cycle: 6191, Requests in queue: 309, Servers: 10
Clock cycle: 6192, Requests in queue: 309, Servers: 10
Clock cycle: 6193, Requests in queue: 309, Servers: 10
Clock cycle: 6194, Requests in queue: 309, Servers: 10
Clock cycle: 6195, Requests in queue: 309, Servers: 10
Clock cycle: 6197, Requests in queue: 310, Servers: 10
Clock cycle: 6198, Requests in queue: 310, Servers: 10
Clock cycle: 6199, Requests in queue: 310, Servers: 10
Clock cycle: 6200, Requests in queue: 310, Servers: 10
Clock cycle: 6201, Requests in queue: 310, Servers: 10
Clock cycle: 6202, Requests in queue: 310, Servers: 10
Clock cycle: 6204, Requests in queue: 311, Servers: 10
Clock cycle: 6205, Requests in queue: 311, Servers: 10
Clock cycle: 6206, Requests in queue: 311, Servers: 10
Clock cycle: 6207, Requests in queue: 311, Servers: 10
Clock cycle: 6208, Requests in queue: 311, Servers: 10
Clock cycle: 6209, Requests in queue: 311, Servers: 10
Clock cycle: 6210, Requests in queue: 311, Servers: 10
Clock cycle: 6212, Requests in queue: 312, Servers: 10
Clock cycle: 6214, Requests in queue: 313, Servers: 10
Clock cycle: 6215, Requests in queue: 313, Servers: 10
Clock cycle: 6216, Requests in queue: 313, Servers: 10
Clock cycle: 6217, Requests in queue: 313, Servers: 10
Clock cycle: 6218, Requests in queue: 313, Servers: 10
Clock cycle: 6220, Requests in queue: 314, Servers: 10
Clock cycle: 6221, Requests in queue: 314, Servers: 10
Clock cycle: 6222, Requests in queue: 314, Servers: 10
Clock cycle: 6223, Requests in queue: 314, Servers: 10
Clock cycle: 6224, Requests in queue: 314, Servers: 10
Clock cycle: 6225, Requests in queue: 314, Servers: 10
Clock cycle: 6226, Requests in queue: 314, Servers: 10
Clock cycle: 6227, Requests in queue: 314, Servers: 10
Clock cycle: 6228, Requests in queue: 314, Servers: 10
Clock cycle: 6229, Requests in queue: 314, Servers: 10
Clock cycle: 6231, Requests in queue: 315, Servers: 10
Clock cycle: 6232, Requests in queue: 315, Servers: 10
Clock cycle: 6234, Requests in queue: 316, Servers: 10
Clock cycle: 6235, Requests in queue: 316, Servers: 10
Clock cycle: 6236, Requests in queue: 316, Servers: 10
Clock cycle: 6237, Requests in queue: 316, Servers: 10
Clock cycle: 6238, Requests in queue: 316, Servers: 10
Clock cycle: 6240, Requests in queue: 317, Servers: 10
Clock cycle: 6241, Requests in queue: 317, Servers: 10
Clock cycle: 6242, Requests in queue: 317, Servers: 10
Clock cycle: 6243, Requests in queue: 317, Servers: 10
Clock cycle: 6244, Requests in queue: 317, Servers: 10
Clock cycle: 6245, Requests in queue: 317, Servers: 10
Clock cycle: 6246, Requests in queue: 317, Servers: 10
Clock cycle: 6247, Requests in queue: 317, Servers: 10
Clock cycle: 6248, Requests in queue: 317, Servers: 10
Clock cycle: 6250, Requests in queue: 318, Servers: 10
Clock cycle: 6251, Requests in queue: 318, Servers: 10
Clock cycle: 6252, Requests in queue: 318, Servers: 10
Clock cycle: 6253, Requests in queue: 318, Servers: 10
Clock cycle: 6254, Requests in queue: 318, Servers: 10
Clock cycle: 6256, Requests in queue: 317, Servers: 10
Clock cycle: 6257, Requests in queue: 317, Servers: 10
Clock cycle: 6258, Requests in queue: 317, Servers: 10
Clock cycle: 6259, Requests in queue: 317, Servers: 10
Clock cycle: 6260, Requests in queue: 317, Servers: 10
Clock cycle: 6261, Requests in queue: 317, Servers: 10
Clock cycle: 6263, Requests in queue: 316, Servers: 10
Clock cycle: 6264, Requests in queue: 316, Servers: 10
Clock cycle: 6265, Requests in queue: 316, Servers: 10
Clock cycle: 6266, Requests in queue: 316, Servers: 10
